,daily_screen_time,app_sessions,notifications_number,night_usage,age,productivity_hours,stress_level,apps_installed,addicted
976,6.64,42,62,1.77384684,36,4.876324536,37.38497698,28,addicted
977,1,41,52,0,30,3.638701609,0,30,addicted
978,3.25,15,55,0,50,8.220409899,23.89794717,21,not addicted
979,10.28124397,45,68,1.380207328,41,7.675933783,55.20613947,34,addicted
980,10.35740048,36,76,1.392900079,31,2.044178895,43.02798075,34,addicted
981,9.276372685,34,58,4.212728781,39,5.889718733,53.45261077,30,addicted
982,5.099071571,32,52,0.516511928,33,1.321727474,17.0289789,33,addicted
983,7.856865932,29,64,0.976144322,27,3.102159942,49.18439443,25,not addicted
984,7.989192383,20,51,0,35,4.406434834,36.06385097,26,not addicted
985,4.524905932,37,52,0.420817655,39,6.755993598,22.26930756,32,not addicted
986,12.51019491,27,77,2.751699151,30,7.091293902,76.88704747,34,addicted
987,10.63208687,37,56,2.438681145,30,4.893770637,61.67,26,addicted
988,7.337107479,33,78,0.889517913,18,6.125215142,46.5269477,33,addicted
989,8.080657517,24,49,1.013442919,30,8.340143583,55.28681676,21,not addicted
990,8.625148424,35,64,0.104191404,16,1.42103315,40.17155355,30,addicted
991,1.874795395,41,71,0,20,5.96780123,10.60479696,32,addicted
992,7.258467852,27,52,0.876411309,35,4.335248101,10.25576914,22,not addicted
993,5.954047256,21,49,0.659007876,20,4.123666651,38.19761655,25,not addicted
994,4.99513997,37,75,3.499189995,15,4.849592935,26.96,35,addicted
995,7.156699121,27,42,0.859449854,23,8.508275118,33.10569709,33,not addicted
996,13.39305958,27,48,1.898843263,29,3.157859711,83.51555171,24,not addicted
997,9.922528584,26,61,0.320421431,34,3.586348789,71.26214727,21,not addicted
998,6.29,43,61,1.714410505,39,4.761991126,32.95860071,32,addicted
999,9.717748344,16,41,0.286291391,35,7.527592755,48.85834516,20,not addicted
1000,12.19806631,47,62,1.699677718,32,6.082512631,74.83865048,35,addicted
1001,10.77390105,31,70,1.462316841,24,7.332196667,51.28733963,27,addicted
1002,8.17889111,20,33,1.029815185,21,3.669809315,42.46953295,29,not addicted
1003,6.059189667,30,56,1.676531611,41,8.611201081,48.57915962,17,not addicted
1004,10.09466994,17,55,0.349111657,26,8.031089615,61.19,30,not addicted
1005,9.18,40,80,0.196742693,36,4.060266518,36.2880673,30,addicted
1006,10.68557966,31,84,2.44759661,16,3.101504176,46.14356149,29,addicted
1007,9.905515405,33,50,0.317585901,23,6.081042846,61.05,22,not addicted
1008,11.14865815,31,42,1.524776358,47,8.431195288,75.52,32,not addicted
1009,6.394294365,37,71,0.732382394,17,3.191189271,22.18955161,33,addicted
1010,11.9521822,31,75,3.658697033,30,4.224856304,76.21021926,32,addicted
1011,8.592798814,27,44,0.098799802,29,7.665171754,64.86022796,25,not addicted
1012,14.22578262,27,69,2.037630436,42,7.943929494,100,36,addicted
1013,5.932436546,27,67,2.655406091,35,8.16561138,38.90684687,28,addicted
1014,13.20789141,28,44,0.867981902,19,7.253401297,84.3153744,24,not addicted
1015,8.59373235,26,59,1.098955392,27,4.933407786,30.23054983,29,not addicted
1016,6.045745989,26,58,1.674290998,54,10.04987627,57.27200141,25,not addicted
1017,6.548342498,26,46,0,37,6.712254893,33.54,17,not addicted
1018,7.04,25,64,0,38,5.533264421,32.89903687,18,addicted
1019,9.27,27,53,1.212082973,40,4.872396933,53.08292569,30,not addicted
1020,9.568506464,26,44,1.261417744,36,5.755836707,72.53,38,not addicted
1021,6.278899988,38,71,1.713149998,25,6.104023024,59.7538604,32,addicted
1022,7.926936223,44,62,1.987822704,42,5.06270434,48.81570413,34,addicted
1023,14.42681108,34,74,2.071135179,17,6.499042086,96.54,37,addicted
1024,13.18262951,21,30,0.863771585,35,7.021602024,79.52781755,29,not addicted
1025,9.308971009,40,78,2.218161835,35,5.481102263,45.47587132,30,addicted
1026,8.114010435,30,77,2.019001739,42,8.738371835,63.45149931,31,addicted
1027,8.36009398,25,60,1.060015663,54,3.68893626,43.93928908,18,not addicted
1028,9.840553918,26,58,1.306758986,32,6.767765387,74.39863124,25,not addicted
1029,4.931622304,34,82,0,33,4.649270665,42.57514712,26,addicted
1030,7.227870388,46,77,0.871311731,38,3.307018132,49.50758497,16,addicted
1031,2.994247778,36,69,1.165707963,42,2.914487378,36.25523423,22,addicted
1032,9.197669368,29,46,0.199611561,25,8.116173017,77.50947654,36,addicted
1033,9.941587819,33,57,1.32359797,43,3.912378319,57.89709329,43,addicted
1034,6.550440613,23,56,3.758406769,20,4.595602941,31.21470249,28,addicted
1035,12.72196029,36,85,2.786993382,36,3.067865081,57.68906337,38,addicted
1036,4.322703011,19,37,1.387117168,49,9.122341128,48.38304062,27,not addicted
1037,3.606875359,38,41,0.26781256,38,5.780158996,17.24443207,28,not addicted
1038,8.673355456,36,73,1.112225909,36,4.567518429,63.39050131,20,addicted
1039,11.14129491,41,67,3.523549151,41,3.629372316,59.43521577,23,addicted
1040,13.05178307,42,77,0.841963846,38,4.76913282,93.69,22,addicted
1041,6.62,32,60,0,24,6.649941204,32.73890735,19,not addicted
1042,11.2360425,31,69,2.539340417,35,9.404140433,55.49906367,27,addicted
1043,7.884474591,40,50,0,44,0,45.22178324,40,addicted
1044,7.4821181,28,47,0,21,5.73411215,39.57495159,27,not addicted
1045,10.65097981,15,45,2.441829969,34,6.298149893,69.86887673,19,not addicted
1046,9.956968635,36,65,3.326161439,37,5.974302536,59.22786254,32,addicted
1047,3.270823529,27,53,0.211803922,32,5.313851197,25.90196512,26,not addicted
1048,12.42962105,27,66,1.738270175,19,2.854489263,71.66751156,33,addicted
1049,12.14027406,26,57,1.690045677,44,4.667446314,66.19057066,20,not addicted
1050,6.123311895,26,67,0.687218649,34,6.708219726,30.90426589,37,addicted
1051,9.1874106,20,40,0.197901767,38,8.022469399,75.57385158,21,not addicted
1052,9.482090559,39,68,3.247015093,36,4.112585466,59.14425268,33,addicted
1053,8.782021297,33,71,0.130336883,24,2.008118895,32.85450569,27,addicted
1054,6.35,29,72,1.724847423,20,5.739895493,32.8924171,32,addicted
1055,5.985129896,25,67,1.664188316,19,7.048433016,36.8794397,32,addicted
1056,7.923337787,29,60,0.987222965,25,8.922699841,65.99402353,32,addicted
1057,11.51818706,22,37,2.58636451,47,3.514349358,79.39610951,22,not addicted
1058,9.630800464,39,72,2.271800077,18,4.539141082,48.56762442,24,addicted
1059,6.888157004,33,63,0,20,7.209177877,65.51,29,not addicted
1060,10.31509613,40,72,1.385849355,18,4.984419818,61.57897314,39,addicted
1061,1,33,86,0.57572869,15,6.623164906,18.46329811,26,addicted
1062,11.4462971,29,68,2.57438285,26,7.422495751,57.12769763,35,addicted
1063,2.780858664,28,48,0.130143111,40,2.800918452,0,24,not addicted
1064,6.912677176,34,73,1.818779529,20,4.295784255,27.39174815,32,addicted
1065,4.640990316,26,71,0,28,4.374833262,0,21,not addicted
1066,4.115955573,24,44,0.352659262,39,10.05604466,45.81662671,33,not addicted
1067,11.48248036,35,76,1.580413394,42,8.107266459,71.04021136,27,addicted
1068,6.596896396,39,63,0,40,7.537677991,30.33493819,40,addicted
1069,9.039511645,33,58,1.173251941,17,4.226312015,58.76331017,23,addicted
1070,7.859238263,30,48,0,52,4.094667018,49.04876994,25,not addicted
1071,9.431122482,30,54,1.238520414,43,4.310466698,62.8,44,addicted
1072,8.230465673,37,71,0.038410946,21,1.604765701,61.47810805,34,addicted
1073,4.151023327,34,75,0.358503888,29,6.855039423,22.00692843,21,addicted
1074,10.98880046,29,52,1.49813341,26,5.560080347,57.13440969,14,not addicted
1075,6.518730251,41,58,2.753121708,31,5.413887607,47.39013365,28,addicted
1076,3.330254304,27,38,0,40,11.40116639,28.0048536,20,not addicted
1077,6.715654517,32,52,0.78594242,32,6.050367904,41.30128518,38,addicted
1078,12.50227937,41,70,2.750379895,43,7.088777094,96.78921812,23,addicted
1079,10.55066523,41,76,0.425110871,30,4.781088939,58.92577013,13,addicted
1080,6.954043597,28,39,0.825673933,23,3.550071014,32.72568186,28,not addicted
1081,6.952226887,36,82,2.825371148,18,6.209045714,45.89,21,addicted
1082,7.035094846,26,49,0.839182474,27,5.662531072,35.46119051,32,not addicted
1083,14.23024395,31,45,1.038373992,48,11.24775826,90.33662895,21,not addicted
1084,9.15,34,86,1.190967726,38,7.583495872,46.54475558,36,addicted
1085,9.29,30,55,0.215020824,32,5.799878859,51.74,31,not addicted
1086,11.09085036,44,73,0.515141727,27,4.94542021,85.45350637,34,addicted
1087,8.72,45,67,1.11939458,32,3.797206322,48.2423313,32,addicted
1088,7.222873563,51,59,0,28,1.600574228,35.34872594,31,addicted
1089,7.410950453,36,59,2.901825075,31,7.585339394,56.1724906,41,addicted
1090,7.785196222,34,69,0,32,5.474479025,36.20075783,29,addicted
1091,7.88833329,36,82,0.981388882,19,3.653528385,40.40056744,27,addicted
1092,10.18288863,30,51,1.363814772,50,6.28828056,66.86294299,28,not addicted
1093,8.155837657,23,61,1.025972943,34,6.469205712,58.31914018,30,not addicted
1094,10.19792023,25,48,1.366320039,21,9.610238196,73.3922853,21,not addicted
1095,7.75785026,42,74,2.95964171,28,5.626389084,39.07488324,28,addicted
1096,8.235905571,40,46,1.039317595,30,5.298004336,55.37552016,27,not addicted
1097,2.005397946,23,51,0,41,5.7669459,7.371305683,25,not addicted
1098,10.74898302,33,42,0.458163837,34,5.697172183,58.43734181,31,not addicted
1099,9.039465428,28,74,2.173244238,39,8.601606391,66.26892039,25,addicted
1100,10.99403033,25,48,1.499005055,36,3.725222802,60.46863802,20,not addicted
1101,1,23,44,0,43,4.139102298,8.78204596,21,not addicted
1102,14.26512411,24,42,1.044187352,30,6.077789735,87.14653938,40,not addicted
1103,7.581231116,33,67,1.930205186,18,5.464622812,34.77984293,24,addicted
1104,11.32454845,31,38,2.554091408,23,5.483046428,77.60821925,33,not addicted
1105,4.880282219,38,70,0.480047036,24,7.280140447,34.88450225,28,addicted
1106,9.838321715,33,77,3.306386953,19,5.006854694,39.16702417,38,addicted
1107,4.83975331,36,49,0.473292218,22,8.138710556,31.81273098,22,not addicted
1108,6.128693118,25,46,0,49,6.613513283,29.04242437,30,not addicted
1109,13.74209406,24,42,1.957015677,48,6.548537653,93.42331743,30,not addicted
1110,7.43,30,63,0,39,8.277300082,30.11371842,17,not addicted
1111,8.65229862,42,72,0.108716437,30,5.821761516,48.34902203,32,addicted
1112,10.61020319,40,68,1.435033865,16,2.181012275,67.28146466,27,addicted
1113,9.487045664,38,58,0.247840944,22,9.027170147,57.46567692,26,not addicted
1114,8.451256715,32,54,2.075209453,18,5.381479128,58.33712286,25,addicted
1115,9.094883007,30,42,1.182480501,39,12.24078901,39.38507818,29,not addicted
1116,15,30,81,2.201707793,19,6.825957168,100,28,addicted
1117,7.827143609,29,39,0.971190601,49,5.262572329,52.21430824,25,not addicted
1118,8.60329714,32,48,0.100549523,52,7.679859107,65.21696497,24,not addicted
1119,11.15196319,43,58,3.525327198,29,5.437120085,75.65418082,28,addicted
1120,11.3165778,40,62,0.552762966,28,2.994194943,67.78336565,26,addicted
1121,11.56109092,29,80,3.593515153,31,6.357900895,56.52456339,32,addicted
1122,9.916190666,33,93,1.319365111,16,9.718223409,53.86161218,31,addicted
1123,4.570985262,34,79,1.428497544,32,4.794781666,43.3215449,24,addicted
1124,12.9002946,29,58,0.816715766,28,6.692718891,91.2561454,29,not addicted
1125,4.560963821,24,60,0,39,10.69020001,21.16978312,19,not addicted
1126,8.907906396,21,50,0.151317733,41,2.590847857,25.26439551,29,not addicted
1127,5.73717245,28,59,1.622862075,16,1.893655133,32.29613736,31,addicted
1128,7.80758496,37,79,1.967930827,16,4.856148556,43.96848088,31,addicted
1129,8.986287231,21,46,1.164381205,29,6.875113694,51.41999727,22,not addicted
1130,8.964071646,17,64,0.160678608,38,9.264269601,59.0698219,29,addicted
1131,9.265762263,26,67,2.210960377,21,2.43810629,64.35669937,26,addicted
1132,12.84113381,25,71,1.806855635,34,6.495149774,86.94979831,32,not addicted
1133,9.36,31,52,0.226767151,52,3.22285457,60.62070883,17,not addicted
1134,7.267530094,37,51,0.877921682,28,6.099614649,25.59747355,25,addicted
1135,10.8922615,44,66,1.482043584,39,5.829400134,61.9415717,28,addicted
1136,11.56841147,29,85,1.594735244,18,4.152044892,92.45136664,37,addicted
1137,4.317176555,36,49,0,36,5.187108367,29.64522668,25,not addicted
1138,9.79220021,24,55,1.298700035,39,10.18390978,62.43,35,not addicted
1139,10.10351823,37,61,1.350586371,17,9.17974297,64.21596876,22,addicted
1140,7.10730949,30,83,1.851218248,17,4.207689811,46.79765316,33,addicted
1141,12.12712044,24,58,2.687853407,31,6.808443909,48.93160083,36,addicted
1142,7.55,25,50,1.924972206,50,10.88023784,42.90375626,27,not addicted
1143,8.37672936,34,59,0.062788227,16,5.981053584,49.88144784,38,addicted
1144,7.480784527,42,82,0.913464088,31,6.6407477,57.69966116,30,addicted
1145,8.046737143,30,53,1.007789524,23,3.023836447,48.7571518,28,not addicted
1146,4.711174739,32,74,2.451862457,31,5.176744307,11.80193457,19,addicted
1147,3.679847352,36,51,1.279974559,46,7.215044578,26.37997568,28,not addicted
1148,12.78351519,31,41,0.797252532,29,2.598087676,68.66284466,34,not addicted
1149,5.459115955,37,49,0,43,3.391607179,20.58683932,33,addicted
1150,5.025822952,42,74,0,43,3.582920477,21.81334724,27,addicted
1151,1.539829659,37,75,1.923304943,22,6.271252115,14.66402025,42,addicted
1152,6.083114757,41,80,1.680519126,15,9.62938062,49.08630094,22,addicted
1153,4.03073062,29,93,1.338455103,27,6.241464973,29.01,39,addicted
1154,12.92604548,50,58,0.82100758,26,5.316011612,83.87650512,30,addicted
1155,11.02945127,41,74,1.504908545,17,7.236522636,70.90716034,43,addicted
1156,5.935548964,34,75,0.655924827,32,8.050663588,36.62656556,26,addicted
1157,14.75730742,37,71,2.126217903,38,6.348465317,95.51315085,23,addicted
1158,10.94529646,28,55,1.490882743,44,1.790612266,41.4840241,43,addicted
1159,7.025505849,23,63,2.837584308,31,6.055544176,43.26391861,24,addicted
1160,1,40,72,0,16,4.477537483,0,30,addicted
1161,14.87282772,38,87,2.145471286,34,7.581451286,100,22,addicted
1162,3.8312826,34,42,0,41,6.926422347,21.51614255,29,not addicted
1163,3.063803759,36,65,0,31,6.015474044,18.69230344,24,addicted
1164,11.0677113,33,81,1.511285216,17,6.247464063,51.36,34,addicted
1165,15,28,56,3.219876203,17,4.508415445,100,29,addicted
1166,12.15281846,31,40,0.692136409,45,8.31366406,79.19019194,17,not addicted
1167,9.69,32,45,2.28195456,53,9.278473941,63.71984298,27,not addicted
1168,9.784263025,23,43,1.297377171,48,5.593488574,50.57534963,22,not addicted
1169,10.56024668,26,49,0.426707779,21,7.613180078,55.62508161,26,not addicted
1170,10.27678577,39,77,2.379464295,44,6.111799727,63.89670916,41,addicted
1171,8.843574272,35,52,3.140595712,19,6.652750795,46.11646153,26,addicted
1172,8.312603312,38,65,2.052100552,31,3.217446481,54.2245495,39,addicted
1173,7.812220616,33,49,0.968703436,43,0,25.26419767,21,not addicted
1174,5.738106233,37,71,0,17,4.756227722,29.55,30,addicted
1175,7.157974769,33,56,0.859662462,37,5.898376733,60.91538327,24,not addicted
1176,2.921129557,30,75,1.153521593,27,8.219742914,21.92163562,32,addicted
1177,7.7,34,84,0.950830187,34,9.083396832,47.89782336,34,addicted
1178,5.034226679,28,63,0,36,7.992613268,50.05762543,27,addicted
1179,4.689232048,23,65,0,18,7.832023191,4.775856102,33,addicted
1180,8.539682453,36,69,1.089947076,42,8.592344443,43.08498357,28,addicted
1181,12.17600686,20,42,1.696001143,47,9.799413414,69.04,18,not addicted
1182,10.75494982,29,43,0.459158303,43,4.429175617,73.11321124,23,not addicted
1183,3.288498189,25,46,0,47,4.437828182,28.48755277,28,not addicted
1184,5.03111559,40,56,0.505185932,20,5.566996646,21.52662645,24,addicted
1185,10.82231356,37,60,2.470385594,19,4.498977161,74.91,31,addicted
1186,5.052537819,18,35,0.508756303,26,6.798342616,26.28207924,19,not addicted
1187,7.32610055,30,66,0.887683425,25,2.605819813,56.07299956,22,addicted
1188,9.650156297,37,70,2.27502605,26,4.483678651,47.5745108,35,addicted
1189,5.094966635,29,56,0.515827773,33,5.9383442,29.33668382,20,not addicted
1190,8.32,35,53,1.052687753,15,2.754916342,44.99508596,27,addicted
1191,3.997923515,15,39,0.332987253,26,10.52801519,34.54784481,25,not addicted
1192,6.195897068,30,63,0.699316178,35,4.738609392,31.94757024,30,not addicted
1193,8.959345802,38,66,1.159890967,40,6.978775735,53.33158952,29,addicted
1194,3.221018799,26,41,1.203503133,48,5.253405699,24.39422677,29,not addicted
1195,9.321424214,25,44,1.220237369,43,5.272629242,61.38113011,22,not addicted
1196,7.941086603,25,40,1.990181101,38,7.443476304,56.51604569,27,not addicted
1197,9.657469863,22,63,1.276244977,26,9.105562388,60.05606695,27,not addicted
1198,8.671742402,37,80,0.111957067,35,4.790875542,47.85,21,addicted
1199,12.09242129,35,80,2.682070215,28,4.825150627,69.05754029,33,addicted
1200,8.375673508,24,48,0.062612251,45,6.012836158,50.5107642,26,not addicted
1201,6.711783377,26,53,0,49,5.124796238,42.76662502,25,not addicted
1202,8.366892509,38,62,0.061148752,43,0.926414176,48.72963858,31,addicted
1203,9.629894087,29,59,1.271649015,37,11.00960171,57.97139873,27,not addicted
1204,8.146580211,28,50,0.024430035,40,4.24137307,33.70694266,23,not addicted
1205,8.121775074,20,67,0.020295846,21,4.333677642,55.40420329,28,not addicted
1206,5.894024937,34,71,0,35,5.090556144,37.18,31,addicted
1207,6.011297247,36,74,2.668549541,38,6.500935207,46.08648762,34,addicted
1208,3.792184185,39,38,2.298697364,25,9.000080254,22.75471018,24,addicted
1209,13.24873023,22,64,1.874788372,52,6.130801211,62.10840559,35,not addicted
1210,4.268410294,33,76,0.378068382,26,2.820776905,22.02599987,43,addicted
1211,5.921284407,29,48,0.653547401,27,8.900035038,33.53,29,not addicted
1212,5.844778203,36,78,1.640796367,17,7.371451653,42.49770227,28,addicted
1213,10.68477313,28,52,1.447462188,34,6.964863228,43.41,33,not addicted
1214,7.115150965,39,64,0.852525161,17,2.020589758,43.10270096,22,addicted
1215,11.74322622,29,72,2.623871036,40,6.256837608,75.59610947,28,addicted
1216,5.979528127,33,53,0.663254688,41,7.669256057,29.26228991,26,not addicted
1217,8.836982487,26,39,0.139497081,28,4.037314005,53.76817502,23,not addicted
1218,5.49395884,39,80,0.582326473,36,5.686481745,26.69338795,26,addicted
1219,14.43544738,49,75,3.072574564,29,5.635213533,79.31695497,32,addicted
1220,4.437204743,22,42,0,42,8.795790075,22.54,30,not addicted
1221,8.929462131,42,47,0.154910355,39,1.644654004,46.46985286,25,not addicted
1222,9.901330643,36,62,2.31688844,33,6.341809156,66.24,28,addicted
1223,9.241397292,40,52,2.206899549,37,0,48.1,28,addicted
1224,7.444137023,41,65,1.907356171,40,8.548544996,35.63572207,36,addicted
1225,7.610537901,24,45,0.93508965,41,6.883964333,63.34251407,16,not addicted
1226,8.13,37,68,1.021905736,26,9.480370006,58.39600661,34,addicted
1227,7.558993995,24,58,1.926498999,42,10.06924332,26.74,40,not addicted
1228,10.89163735,26,65,1.481939558,43,6.617615855,57.7021412,24,not addicted
1229,14.631569,29,43,1.105261501,37,8.121231486,90.21404375,30,not addicted
1230,6.327524645,24,37,0.721254107,53,9.161877534,41.20269854,21,not addicted
1231,3.890591061,42,49,0.31509851,22,2.254753567,8.43861771,34,addicted
1232,7.735153855,36,68,0.955858976,42,6.579282746,57.99657806,23,addicted
1233,15,47,81,2.289854669,15,8.41261221,98.25224419,42,addicted
1234,5.588976296,25,44,0,43,5.240950816,38.3528741,35,not addicted
1235,12.91735042,36,58,1.819558403,21,9.678364245,91.07138741,30,addicted
1236,13.03310244,34,59,1.838850407,30,4.226144996,82.72151458,26,addicted
1237,6.339235275,46,70,0.723205879,27,5.22429044,42.52122044,27,addicted
1238,9.706949238,34,51,2.28449154,53,4.778839636,73.81848814,27,not addicted
1239,12.88518987,24,55,1.814198312,39,7.55060979,88.32333502,30,not addicted
1240,6.862616777,47,55,0,25,9.579246271,32.76062607,34,addicted
1241,7.38925892,35,72,1.89820982,37,9.316597589,50.6675053,36,addicted
1242,6.254957258,21,40,0,23,7.667866068,30.8870649,32,not addicted
1243,4.955729808,39,70,1.492621635,30,6.252077275,34.77592436,29,addicted
1244,6.052167365,37,58,0.675361227,20,4.238306754,41.07913926,32,addicted
1245,4.33,29,51,0,34,5.308266344,12.13440207,27,not addicted
1246,8.102250405,23,35,0.017041734,25,6.939077194,47.39504632,37,not addicted
1247,5.690080307,33,70,0,27,6.132628512,36.79305208,35,addicted
1248,8.701357735,41,79,2.116892956,15,4.781854905,47.8452445,27,addicted
1249,3.332313061,28,60,0,38,5.157354971,23.14097779,21,not addicted
1250,8.99,24,51,1.165440116,25,5.402948889,62.01482195,23,not addicted
1251,10.50058688,30,62,0.416764481,15,6.984703468,62.69759067,34,addicted
1252,2.018793072,23,42,0,47,8.112299738,14.3587532,23,not addicted
1253,9.12216971,38,66,2.187028285,33,3.691712039,68.56725904,25,addicted
1254,11.68300698,36,87,2.613834496,20,3.236598292,74.83,26,addicted
1255,4.371076944,10,54,0.395179491,49,7.100412145,28.23470456,16,not addicted
1256,13.01771716,18,50,1.836286193,27,9.52096031,68.52550917,30,not addicted
1257,9.257057028,36,66,0.209509505,30,3.335513006,62.25,38,addicted
1258,5.884964433,32,71,2.647494072,31,3.165074975,38.61128609,29,addicted
1259,7.832692767,35,75,1.972115461,34,6.641869717,59.83355094,31,addicted
1260,9.674980738,21,67,0.279163456,49,10.02343927,58.51866986,32,not addicted
1261,8.228016174,32,46,2.038002696,47,6.09186675,31.20543204,23,not addicted
1262,9.616267977,35,62,0.269377996,32,4.149939566,40.69639918,26,addicted
1263,5.237979221,22,41,1.539663203,44,2.367840382,38.78468296,13,not addicted
1264,8.508082472,19,36,0.084680412,35,5.714903201,45.34655886,20,not addicted
1265,3.758856509,33,46,0,20,5.218383876,26.92081657,27,not addicted
1266,7.666321816,37,74,1.944386969,33,7.057116322,47.14025734,40,addicted
1267,5.288277076,15,42,0,31,5.916580166,30.06126578,17,not addicted
1268,5.793410172,28,58,1.632235029,18,6.951819357,33.79684818,28,addicted
1269,11.70827953,29,43,2.618046588,23,5.567305247,61.6,28,not addicted
1270,11.27393036,38,65,2.54565506,33,4.992111156,67.48580528,21,addicted
1271,9.83,25,70,1.30456906,23,2.707753284,53.11955185,24,addicted
1272,4.723061706,31,35,0,21,5.81387174,24.61580503,25,not addicted
1273,7.050774651,29,44,0.841795775,35,3.838175478,39.06815746,27,not addicted
1274,11.6392931,24,51,1.60654885,42,3.886653365,67.5688259,25,not addicted
1275,8.425150741,42,65,0.070858457,36,4.461086728,59.77263901,20,addicted
1276,14.95798862,26,43,2.15966477,34,5.935104585,88.45002343,13,not addicted
1277,9.179953518,31,69,1.19665892,18,5.511851168,65.31674447,17,addicted
1278,8.576147349,31,77,2.096024558,18,2.768927476,66.83543361,31,addicted
1279,7.072650607,27,62,0,34,5.427472326,50.98535015,23,addicted
1280,8.400622714,39,65,0.066770452,31,7.267234268,55.74842164,30,addicted
1281,7.542590491,36,61,0,34,10.1634161,48.52386504,27,addicted
1282,10.12432603,22,54,0.354054338,43,5.432679355,69.39954327,25,not addicted
1283,10.87010695,26,53,2.478351158,28,8.044680369,66.11424909,27,not addicted
1284,5.642031618,38,73,1.60700527,36,10.49228492,43.69788817,31,addicted
1285,4.006301139,25,40,0,49,8.307052903,30.17886489,22,not addicted
1286,2.49,20,55,0.081897313,30,4.82007977,11.34989868,23,not addicted
1287,9.523973981,26,33,0.253995663,45,3.44792544,66.10235269,20,not addicted
1288,4.689900181,30,61,0,33,10.04574,29.05420115,19,not addicted
1289,1.541328221,27,87,0.923554704,33,4.946933996,8.186649251,34,addicted
1290,9.165735814,21,53,1.194289302,26,2.76190042,50.23242328,20,not addicted
1291,15,36,61,1.246499759,25,4.083009424,91.66018848,38,addicted
1292,7.98,34,44,1.996964544,46,7.498231308,57.85534975,21,not addicted
1293,10.51547232,17,50,1.419245387,22,4.444470003,71.982234,29,not addicted
1294,8.245488076,27,59,1.040914679,45,3.176696899,53.00686643,34,not addicted
1295,7.70333104,40,82,0.950555173,26,5.29982182,52.21642265,38,addicted
1296,10.75722945,29,44,0.459538241,32,6.635848396,77.26034461,15,not addicted
1297,7.129176367,13,63,1.854862728,41,3.925016854,41.27539529,18,not addicted
1298,8.8,24,64,0.133696157,25,3.442289998,41.65886162,23,not addicted
1299,8.97,32,59,1.160848903,20,9.650564926,66.80185903,31,addicted
1300,5.995728639,21,52,0.665954773,41,6.735110874,30.67658931,33,not addicted
1301,10.97612705,41,62,2.496021175,35,4.654830938,58.95338106,22,addicted
1302,7.47512073,28,46,0,44,7.101901122,26.88874683,30,not addicted
1303,5.732764522,25,51,0.62212742,47,8.285641527,40.10941766,26,not addicted
1304,9.61,25,60,1.268254922,49,7.189273688,41.44265094,18,not addicted
1305,5.304596055,36,55,0.550766009,34,5.624870596,24.32498825,38,addicted
1306,8.084543472,22,51,1.014090579,52,7.294118397,54.39,20,not addicted
1307,7.97264301,30,49,1.995440502,30,6.360960626,55.05507058,23,not addicted
1308,11.2576867,47,56,3.542947783,16,2.674147926,61.0290787,18,addicted
1309,9.424094699,36,71,1.237349116,40,5.932923337,55.20303492,23,addicted
1310,7.924919124,25,42,0,52,10.56370274,38.82356948,19,not addicted
1311,10.4532989,29,52,0.40888315,47,2.725801606,57.23582551,24,not addicted
1312,12.17062265,27,57,1.695103775,37,8.13310763,75.69,22,not addicted
1313,9.673430919,31,70,1.278905153,23,3.749176661,53.02411873,37,addicted
1314,8.03105786,27,37,2.00517631,39,6.87789248,45.74419676,27,not addicted
1315,4.064491303,26,42,0,38,7.267646659,9.74,30,not addicted
1316,4.804659011,41,56,1.467443168,34,5.566478082,40.15751571,30,addicted
1317,7.084325887,27,40,0.847387648,39,8.255033297,47.60662125,27,not addicted
1318,6.171463394,46,59,0,29,4.396452686,44.95783408,31,addicted
1319,7.439086091,33,59,3.906514349,41,8.645212662,57.53876979,34,addicted
1320,8.169949775,25,40,1.028324962,21,5.587393562,40.76756989,34,not addicted
1321,9.589078263,19,53,0.264846377,33,6.820802758,53.95052475,26,not addicted
1322,7.788503666,22,49,0,25,7.052582816,27.78267832,37,not addicted
1323,9.459504931,32,70,2.243250822,36,6.570211455,88.16,25,addicted
1324,8.193423244,40,90,3.032237207,45,6.925207342,47.66,34,addicted
1325,2.073600301,39,77,0.012266717,20,1.51936395,22.8288808,29,addicted
1326,5.181993819,47,58,0.530332303,39,6.380919428,18.71035147,28,addicted
1327,7.567737333,31,67,2.927956222,45,4.498194213,55.37030825,39,addicted
1328,4.370915771,22,45,0.395152629,39,9.928795438,44.8014034,32,not addicted
1329,9.79978619,35,42,1.299964365,27,4.969859625,58.19590965,30,not addicted
1330,12.5922525,22,45,0.765375416,49,8.494559252,65.44470002,23,not addicted
1331,11.65628556,34,51,0.609380926,34,8.9306018,68.54974932,23,not addicted
1332,7.359671387,42,73,1.893278565,29,4.886619238,21.89041307,34,addicted
1333,12.47217841,27,46,1.745363068,26,6.981056649,74.45420345,36,not addicted
1334,8.446002372,28,57,0.074333729,42,3.41048357,58.88568562,23,not addicted
1335,6.988742087,24,50,0.831457014,33,5.982121178,41.57487608,28,not addicted
1336,6.159792009,32,73,0.693298668,35,5.857930223,34.11735651,28,addicted
1337,7.092590941,42,94,0.848765157,32,1.263784058,47.8312268,32,addicted
1338,6.835469544,21,36,0,54,8.302012423,47.05306574,26,not addicted
1339,8.511248667,23,51,0.085208111,51,5.170047219,34.46843638,28,not addicted
